id,title,actual_label,predicted_probability,predicted_label
386,Soil Microbiome Influences Human Health In the Context of Climate Change,pass,0.43976545702894143,negative
519,SEWAGE SLUDGE BIOCHAR ENHANCES SOIL HEALTH AND CROP PRODUCTIVITY IN STRONGLY ACIDIC SOIL,negative,0.43935900109336556,negative
284,Microbial activity responses to water stress in agricultural soils from simple and complex crop rotations,negative,0.43762131830200823,negative
771,Plant Growth-Promoting Endophytic Bacteria and Their Potential to Improve Agricultural Crop Yields,pass,0.43742224069116137,negative
720,The Role of Arbuscular Mycorrhizal Fungi in Enhancing Crop Resilience and Soil Health: A Review,positive,0.4347162711900869,negative
490,Integrating plant growth-promoting rhizobacteria and machine learning for drought tolerance assessment in green bean (Phaseolus vulgaris L.).,positive,0.43273569203171314,negative
447,Drought and Salinity Stress Responses and Microbe-Induced Tolerance in Plants,negative,0.43228334235758636,negative
612,Plant genomic and microbial interplay in the rhizosphere under salt stress: a review.,negative,0.431145572189463,negative
533,"Biochar Production and Characteristics, Its Impacts on Soil Health, Crop Production, and Yield Enhancement: A Review",positive,0.4266454290158659,negative
391,Climate Changes in Soil Microorganism–Plant Interactions,pass,0.4265380828151151,negative
348,Microbial Communities in Rhizosphere Microbiome for Sustainable Soil Health and Productivity,pass,0.4249031400671753,negative
253,Deciphering Conserved Rhizosphere Metabolite–Microbiome Interactions for Crop Drought Resistance,negative,0.4232498176064749,negative
142,"Plant Growth-Promoting Rhizobacteria: Context, Mechanisms of Action, and Roadmap to Commercialization of Biostimulants for Sustainable Agriculture",pass,0.42159959601856156,negative
362,Metabolic reprogramming disrupts the resistome-mobilome nexus and enhances bio-sanitization in synthetic microbial community-mediated composting.,negative,0.4195973387773683,negative
324,Key Challenges in Plant Microbiome Research in the Next Decade.,negative,0.4153921613510742,negative
577,Plant microbiome responses to bioinoculants and volatiles.,positive,0.413601203528768,negative
526,Systematic Review on the Role of Microbial Activities on Nutrient Cycling and Transformation Implication for Soil Fertility and Crop Productivity,negative,0.40679939962874795,negative
192,Soil Microbiome for Climate Smart Agriculture in Legumes: A Review.,negative,0.4067421812087377,negative
256,Interactions between soil compositions and the wheat root microbiome under drought stress: From an in silico to in planta perspective.,pass,0.4062572503990992,negative
738,Plant-Associated Microbiomes: Crosstalk and Engineering to Improve Nutrient Use Efficiency (NUE) in Crops of Global Importance.,negative,0.40549209455664753,negative
547,Toward understanding the genetic bases underlying plant‐mediated “cry for help” to the microbiota,negative,0.4011095666552821,negative
601,Omics Perspective on Plant-Microbe Interaction for Improving Crop Species' Resilience to Changing Climate,pass,0.40015788027213134,negative
625,Microalgal fertilizers as sustainable alternatives to chemical fertilizers: Enhancing pepper yield and soil health through reduced synthetic input strategies.,pass,0.39833389132122293,negative
681,Microbacterium azadirachtae CNUC13 Enhances Salt Tolerance in Maize by Modulating Osmotic and Oxidative Stress.,pass,0.39391865819762745,negative
500,Plant-soil-microbes: A tripartite interaction for nutrient acquisition and better plant growth for sustainable agricultural practices,pass,0.39338076440938957,negative
148,Role of Soil Microorganisms in Sustainable Crop Production,pass,0.39210857158196083,negative
460,"Rhizosphere Bacteria in Plant Growth Promotion, Biocontrol, and Bioremediation of Contaminated Sites: A Comprehensive Review of Effects and Mechanisms",negative,0.39060947867089,negative
207,"Plant Growth-Promoting Soil Bacteria: Nitrogen Fixation, Phosphate Solubilization, Siderophore Production, and Other Biological Activities",positive,0.39034908240734917,negative
321,"Optimizing Resource Management with Organic Fertilizer and Microbial Inoculants to Enhance Soil Quality, Microbial Diversity, and Crop Productivity in Newly Cultivated Land.",negative,0.38808873425920787,negative
604,Role of soil metagenomics in plant–microbe interaction,pass,0.38690577227923867,negative
297,"Actinobacteria-enhanced plant growth, nutrient acquisition, and crop protection: Advances in soil, plant, and microbial multifactorial interactions",pass,0.38608051103784596,negative
617,The phytomicrobiome: solving plant stress tolerance under climate change.,negative,0.3850351116034642,negative
286,Biochar to Mitigate Crop Exposure to Soil Compaction Stress,pass,0.3847826390441517,negative
705,"Phosphorus-solubilizing microorganisms: Advances in nutrient uptake mechanisms, plant growth promotion, and sustainable agriculture.",pass,0.3845481583581169,negative
190,"Editorial for special issue ""Microorganisms and food security under climate change scenarios: From taxonomy to host-microbe interactions"".",negative,0.3839676443624511,negative
255,Interpretable machine learning decodes soil microbiome's response to drought stress.,pass,0.38206853645609373,negative
325,Harnessing Nitrogen-Fixing and Phosphate-Mobilizing Bacteria for Sustainable Agriculture.,negative,0.3802415768772859,negative
385,Soil microbiome to maximize the benefits to crop plants—a special reference to rhizosphere microbiome,pass,0.377464954925861,negative
538,Applications and mechanisms of biochar-mycorrhizal synergies in agriculture based on systematic review.,negative,0.37718313658918134,negative
380,Dormancy dynamics and dispersal contribute to soil microbiome resilience,negative,0.37267381276319833,negative
793,Traits-Based Integration of Multi-Species Inoculants Facilitates Shifts of Indigenous Soil Bacterial Community.,pass,0.3723565159385963,negative
794,Soil-plant-microbial interactions for soil fertility management and sustainable agriculture,pass,0.36109364971651153,negative
234,Drought Stress and Root-Associated Bacterial Communities,negative,0.36005632336854654,negative
779,Treatment with organic manure inoculated with a biocontrol agent induces soil bacterial communities to inhibit tomato Fusarium wilt disease,negative,0.35845296231131724,negative
268,"Advances in the Plant Microbiome: Rhizosphere, Endosphere, and Phyllosphere.",negative,0.3571340709423014,negative
729,Arbuscular Mycorrhizal Fungi: An Eco-Friendly Technology for Alleviation of Salinity Stress and Nutrient Acquisition in Sustainable Agriculture,pass,0.3551913906943803,negative
177,"Role of Arbuscular Mycorrhizal Fungi in Regulating Growth, Enhancing Productivity, and Potentially Influencing Ecosystems under Abiotic and Biotic Stresses",negative,0.35428577566180963,negative
679,Isolation and Characterization of Halotolerant Plant Growth-Promoting Rhizobacteria for Sustainable Agriculture in Saline Soils.,pass,0.3531411992413132,negative
671,"Insights into the Interactions among Roots, Rhizosphere, and Rhizobacteria for Improving Plant Growth and Tolerance to Abiotic Stresses: A Review",negative,0.3522828342328404,negative
721,Plant-Arbuscular Mycorrhizal Fungi Association Under Drought Stress,pass,0.3486095478225227,negative
287,Omics Data Integration in Microbial Research for Agricultural and Environmental Applications,pass,0.34678961717297524,negative
659,The Effect of Indigenous Cultivable Microorganism Inoculation on Soil Microecology During Restoration of Obstructed Soils.,negative,0.34535462181879145,negative
575,"Editorial: Plant microbiome: interactions, mechanisms of action, and applications, volume III.",pass,0.3448886371608989,negative
254,Impact of Drought on Soil Microbial Communities.,negative,0.3438211233093532,negative
755,Qualitative and quantitative evaluation of phosphate-solubilizing ability of Lysinibacillus macroides: a climate-resilient biofertilizer candidate for sustainable crop nutrition.,pass,0.34238530720282123,negative
371,The role of biochar in enhancing soil health & interactions with rhizosphere properties and enzyme activities in organic fertilizer substitution,negative,0.3423771384571588,negative
453,"A review on the plant microbiome: Ecology, functions, and emerging trends in microbial application",negative,0.34219611211663065,negative
767,Rhizosphere Engineering of Rice with Plant Growth Promoting Rhizobacteria (PGPR) Elicits Crop Growth and Soil Microcosm in Blue-R Dye Contaminated Soil,pass,0.34169542685944226,negative
607,Uncovering the effect of waterlogging stress on plant microbiome and disease development: current knowledge and future perspectives.,negative,0.33491118713863877,negative
364,Navigating Climate Change: Exploring the Dynamics Between Plant–Soil Microbiomes and Their Impact on Plant Growth and Productivity,negative,0.3334934485428512,negative
787,Biochar-based microbial fertilizer improves soil fertility and rice productivity by regulating soil nutrient-microbe-metabolite interactions.,pass,0.3333705342823756,negative
163,Soil exposure and human health: A One Health framework for managing microbial and chemical hazards,pass,0.3286645255064793,negative
186,Mycorrhizal Fungi in Sustainable Agriculture: Enhancing Crop Yields and Soil Health,negative,0.32851727760243143,negative
205,Rhizosphere Microbiome Modulators: Contributions of Nitrogen Fixing Bacteria towards Sustainable Agriculture,negative,0.327537595778251,negative
379,Exploring the role of soil microbiome in global climatic changes,pass,0.3245954625948184,negative
595,PHYLLOSPHERE MICROBES – NEW AVENUES OF PLANT-MICROBE INTERACTION TOWARDS PLANT HEALTH AND CROP PRODUCTIVITY: A REVIEW,pass,0.321976507228015,negative
529,"Bacillus subtilisimpact on plant growth, soil health and environment: Dr. Jekyll and Mr. Hyde",negative,0.3216630681568152,negative
611,Effect of PGPB-enriched organic fertilizer ORGAON®PK on the rhizospheric microbiota and biomass of Lupinus albus (L.): a sustainable alternative to chemical fertilizer.,negative,0.32118918107861877,negative
571,Role of the Plant-Microbiome Partnership in Environmentally Harmonious 21st Century Agriculture.,negative,0.3195413944962133,negative
800,Effects of salinity on the soil microbial community and soil fertility,pass,0.3168675957498315,negative
150,"Comparative Study of Traditional and Novel Sanitizer Chemistries for Pathogen Reduction on Irrigation Water, Crop and Soil Health and Soil Microbial Community Dynamics",pass,0.316481807646039,negative
613,Sustainable Tea Cultivation with a Rhizobacterial Consortium: A Microbiome-Driven Alternative to Chemical Fertilizers.,negative,0.3158864670893263,negative
477,Synergistic effects of rhizobacteria and silicon nanoparticles in alleviating drought-induced stress via improved antioxidant and defense responses in plants.,pass,0.3156992133344548,negative
317,"Biocha Soil Amendment: Effect on Soil, Crop Performance, and Diseases Resistance",negative,0.3115708251121136,negative
160,Soil Microbial Community Dynamics and Plant Proliferation,pass,0.31056038207600883,negative
174,Role of Arbuscular Mycorrhizal Fungi in Plant Growth Regulation: Implications in Abiotic Stress Tolerance,negative,0.3092024125178681,negative
553,Potential and challenges for application of microbiomes in agriculture,negative,0.3080775424561138,negative
375,Impact of Plant Microbiome Research on Sustainable Crop Yields,negative,0.30546731951286576,negative
513,Biochar mitigates Fusarium wilt by regulating the rhizosphere microbial community structure.,pass,0.3028919598996431,negative
770,Development of Salt Tolerance in Crops Employing Halotolerant Plant Growth–Promoting Rhizobacteria Associated with Halophytic Rhizosphere Soils,pass,0.3010708434136794,negative
411,Bacterial extracellular polymeric substances: Impact on soil microbial community composition and their potential role in heavy metal-contaminated soil.,negative,0.3009030335757609,negative
261,Molecular mechanisms and nutrient regulation of crop root responses to drought stress: interactions with rhizosphere microorganisms,pass,0.30060466655981244,negative
498,Climate Change and Salinity Effects on Crops and Chemical Communication Between Plants and Plant Growth-Promoting Microorganisms Under Stress,negative,0.2997303576724432,negative
219,"Effect of plant growth-promoting bacteria Bacillus amylliquefaciens Y1 on soil properties, pepper seedling growth, rhizosphere bacterial flora and soil enzymes",pass,0.2955093171758667,negative
307,"Microbial enriched vermicompost efficiently substitutes soil nutrients, microbial populations and enzymatic activity for the growth and yield of tuberose (Agave amica Medik.) cv. Single.",pass,0.2953120758432002,negative
135,"Combination of Aspergillus niger MJ1 with Pseudomonas stutzeri DSM4166 or mutant Pseudomonas fluorescens CHA0-nif improved crop quality, soil properties, and microbial communities in barrier soil.",negative,0.294296432566193,negative
543,Halotolerant Rhizobacteria from Phragmites Communis: A Controlled Proof-of-Concept for Crop Improvement in Degraded Sandy Soils.,negative,0.2927210045573553,negative
436,Rhizosphere as Hotspot for Plant-Soil-Microbe Interaction,pass,0.2889102964401129,negative
749,Root Exudates: Mechanistic Insight of Plant Growth Promoting Rhizobacteria for Sustainable Crop Production,negative,0.2880740630900787,negative
481,Microbiome-Wide Association Studies of Host Beneficial Microbes and Their Functional Mechanisms and Promising Applications in Sustainable Crops.,pass,0.2866343182025748,negative
656,Effects of continuous cropping on growth and rhizosphere soil microbial community structure of Salvia miltiorrhiza Bge,negative,0.28430147835228786,negative
342,Soil Microbiome for Plant Growth and Bioremediation,negative,0.28225713016046455,negative
156,Soil Microbiome as a Key Factor in Soil Health,pass,0.2817379250537282,negative
588,Benefits to Plant Health and Productivity From Enhancing Plant Microbial Symbionts,negative,0.2779242685223437,negative
202,Advances in Soil Engineering: Sustainable Strategies for Rhizosphere and Bulk Soil Microbiome Enrichment.,negative,0.27588829290544453,negative
193,Role of rhizosphere specific microbiome in enhancing soybean productivity across contrasting soil and crop management systems.,negative,0.2709527308122486,negative
407,Evidence that beneficial microbial inoculation enhances heavy metal-contaminated soil remediation: Variations in plant endophyte communities.,negative,0.27075451025652864,negative
713,Arbuscular Mycorrhizal Fungi Symbiosis to Enhance Plant–Soil Interaction,positive,0.2705229343858678,negative
338,Microbial mechanisms enhancing soil phosphorus bioavailability through vermicompost application for sustainable agriculture,pass,0.2695585256592043,negative
182,Interaction between arbuscular mycorrhizal fungi and Bacillus spp. in soil enhancing growth of crop plants,negative,0.2695052557426716,negative
655,Effect of microbial fertilizers on soil microbial community structure in rotating and continuous cropping Glycyrrhiza uralensis,negative,0.26849791333580036,negative
803,"Compound microbial agents improve the soil properties, fertilizer utilization and bacterial community structure in a continuous cropping soil",negative,0.2672974207882875,negative
273,Interactions between plants and soil shaping the root microbiome under abiotic stress,positive,0.2650899240906824,negative
305,Effects of rice and corn straw biochar combined with microbial inoculant on soil health in protected vegetable production.,negative,0.2639774203396697,negative
576,Microbial agents enhance the yield and quality of pears by regulating the composition and networks of microbial communities in the phyllosphere and rhizosphere.,negative,0.2639604623276619,negative
241,"Crop Root Responses to Drought Stress: Molecular Mechanisms, Nutrient Regulations, and Interactions with Microorganisms in the Rhizosphere",pass,0.2633410358297799,negative
802,Soil Microbial Community Response to Enterobacter Cloacae Rs-2 Microbial Fertilizer Supplementing Chemical Fertilizer in Field Maize,pass,0.26269528601495246,negative
244,Current Studies of the Effects of Drought Stress on Root Exudates and Rhizosphere Microbiomes of Crop Plant Species,negative,0.2626944059591949,negative
795,Microbial Alleviation: Harnessing Microorganism for Sustainable Heavy Metal Bioremediation in Agriculture Soil,negative,0.26011693930126994,negative
366,Extreme summers impact cropland and grassland soil microbiomes,negative,0.2599415051717824,negative
730,"Role of Endophytes, Plant Growth Promoting Rhizobacteria, and Arbuscular Mycorrhizal Fungi in Stress Tolerance",pass,0.2594614993903215,negative
200,Rhizosphere microbiome and plant probiotics,negative,0.2588343032017918,negative
806,Soil microbial community structure affected by biochar and fertilizer sources,pass,0.2576031993696182,negative
783,EXPLORATION AND MORPHOLOGICAL CHARACTERIZATION OF PHOSPHATE-SOLUBILIZING AND NITROGEN-FIXING BACTERIA IN SALINE SOIL,negative,0.25342232030143214,negative
524,Crop residue and weed biomass incorporation with microbial inoculation improve the crop and soil productivity in the rice (Oryza sativa L.) -toria (Brassica rapa L.) cropping system,pass,0.2522059175402294,negative
195,Exploration of the rhizosphere microbiome of native plant Ceanothus velutinus – an excellent resource of plant growth-promoting bacteria,negative,0.25121457261226054,negative
743,Co-application of arbuscular mycorrhizal fungi and putrescine improves essential oil production and drought tolerance in Cuminum cyminum L.,negative,0.24776045914068887,negative
762,Rhizosphere microbiome and plant growth-promoting bacteria isolates enhance salinity tolerance in Brassicaceae species,pass,0.24685657181018936,negative
718,Role of arbuscular mycorrhizal fungi as an underground saviuor for protecting plants from abiotic stresses,pass,0.24371740406976314,negative
341,Microbial Products and Their Role in Soil Health and Sustainable Agriculture,negative,0.2410137918031492,negative
540,"Synergistic effects of vermicompost and phosphate-solubilizing bacteria on wheat growth, phosphorus bioavailability, and soil microbial dynamics in calcareous soils",negative,0.2398213408138026,negative
459,Soil Microbial Resources for Improving Fertilizers Efficiency in an Integrated Plant Nutrient Management System,negative,0.2377792748774739,negative
236,Effects of Abiotic Stress on Soil Microbiome,negative,0.23551215939149406,negative
523,Plants surviving in extreme environment: Harnessing Soil-Plant–Microbial relationship to enhance crop health and productivity,pass,0.23246530098691223,negative
585,Multi-Omics Approaches in Plant–Microbe Interactions Hold Enormous Promise for Sustainable Agriculture,negative,0.22865882163732357,negative
183,Introductory Chapter: Mycorrhizal Fungi – A Current Overview on Agricultural Productivity and Soil Health,pass,0.2280283184883087,negative
441,Soil Nutrient Availability By Beneficial Bacteria of Forest Trees: From Mechanisms To Applications.,negative,0.22721983176592694,negative
645,Importance of diverse soil microbial community in crop rotation for sustainable agriculture,pass,0.2271192526436712,negative
185,Arbuscular mycorrhizal fungi inoculation enhances 15N uptake by rice via modifying rhizosphere and hyphosphere soil bacterial and fungal community and soil enzyme activity,pass,0.22693612041082106,negative
726,Alleviation of Soil Acidity Stress In Robusta Coffee By Arbuscular Mycorrhizal Fungi-Containing Biofertilizers,negative,0.2261770858214574,negative
514,Contrasting responses of soil-microbial-plant systems to co-application of biochar and microplastics with/without additives in acidic versus slightly alkaline heavy metal-affected soils.,pass,0.2252213586349119,negative
584,A review on effective soil health bio-indicators for ecosystem restoration and sustainability,negative,0.22231790310540708,negative
210,Plant Growth Stimulation by Microbial Consortia,negative,0.22216812632935448,negative
544,Multiple plant growth-promoting bacteria enhance rice growth in non-grain-converted lands.,negative,0.2220401866479247,negative
548,Cropping practices manipulate abundance patterns of root and soil microbiome members paving the way to smart farming,negative,0.21912825091870022,negative
347,Microbial community in soil-plant systems: Role in heavy metal(loid) detoxification and sustainable agriculture,pass,0.21825821885752245,negative
189,Exogenous arbuscular mycorrhizal fungi increase soil organic carbon and change microbial community in poplar rhizosphere,pass,0.21582901239081007,negative
797,Chemical fertilizer reduction with organic fertilizer effectively improve soil fertility and microbial community from newly cultivated land in the Loess Plateau of China,pass,0.21481421608841397,negative
567,Plant endophytic microbiome: importance in crop production,negative,0.21388662042846704,negative
176,Roles of Arbuscular Mycorrhizal Fungi on Plant Growth and Performance: Importance in Biotic and Abiotic Stressed Regulation,negative,0.21004386642337244,negative
555,Seasonal activities of the phyllosphere microbiome of perennial crops,negative,0.2082963590154223,negative
359,"Next-generation soil monitoring: linking metagenomics, biosensors, and ecological modeling for sustainable agriculture.",negative,0.20497251482807505,negative
199,"Harnessing the Rhizosphere Microbiome for Selenium Biofortification in Plants: Mechanisms, Applications and Future Perspectives",negative,0.20485239072153957,negative
424,Mechanisms and implications of bacterial–fungal competition for soil resources,negative,0.20374318835818603,negative
208,Plant health: feedback effect of root exudates-rhizobiome interactions,negative,0.20270211277831232,negative
137,"Partial Substation of Organic Fertilizer With Chemical Fertilizer Improves Soil Biochemical Attributes, Rice Yields, and Restores Bacterial Community Diversity in a Paddy Field.",pass,0.20240535287436273,negative
204,Role of Microbiome in Plant Health and Disease Suppressions: A Review,negative,0.2015203905249834,negative
640,Diversifying crop rotation increased metabolic soil diversity and activity of the microbial community,pass,0.2007330293248036,negative
292,"Micro-nano aeration oxygenation and column P gradient variations enhance the soil microbial environment, thereby increasing corn yield.",negative,0.20011938652507566,negative
168,Microbial communities and their association with soil health indicators under row cash crop and cover crop diversification: a case study.,negative,0.19978140820061643,negative
594,Drought and Waterlogging Stress Responses in Crops,pass,0.1987363459909095,negative
581,Beneficial fungal communities from different habitats and their roles in plant growth promotion and soil health,pass,0.19839637818766342,negative
387,1008 - Resistance and resilience of the soil microbiome to mechanical compaction under different agricultural management regimes,pass,0.19829016643207553,negative
706,Unravelling the Mechanistic Role of Soil Microbial Interactions in the Suppression of Phytopathogens in Vegetable Agroecosystems of Pakistan.,pass,0.19756491427980896,negative
431,"Association of biochar properties with changes in soil bacterial, fungal and fauna communities and nutrient cycling processes",negative,0.19650581510895587,negative
406,"Clean water irrigation promotes microbial community recovery in acid mine drainage-contaminated paddy soil: a spatiotemporal analysis based on simulated soil column experiments from Dabaoshan mine, China.",negative,0.19571804864590062,negative
528,Agroforestry for soil health,pass,0.19510188271941936,negative
789,Microbial fertilizers improve soil quality and crop yield in coastal saline soils by regulating soil bacterial and fungal community structure.,pass,0.19422243492767793,negative
303,Soil Microorganisms: Their Role in Enhancing Crop Nutrition and Health,negative,0.19317269194888875,negative
226,"Synergistic application of biochar and lime modulates rhizosphere microbiome, suppresses pathogens, and enhances disease resistance in sugarcane.",negative,0.19293855851559802,negative
269,Effects of past and current drought on the composition and diversity of soil microbial communities,pass,0.19211066636000587,negative
605,Soil Salinity and Sodicity as Particular Plant/Crop Stress Factors,pass,0.19117785740261248,negative
532,Soil microbial biodiversity promotes crop productivity and agro-ecosystem functioning in experimental microcosms,negative,0.18781891083261873,negative
384,Role of Rhizospheric Microbiome in Enhancing Plant Attributes and Soil Health for Sustainable Agriculture,pass,0.187675965592645,negative
222,Epigenetic Regulation of Root-Associated Microbiota: Mechanisms and Horticultural Applications.,negative,0.186932274820139,negative
554,Root phenotypes as modulators of microbial microhabitats,negative,0.18155417716481045,negative
782,Microbial community assembly during aging of food waste-derived hydrochar: key bacterial guilds mediate nutrient dynamics,negative,0.18005571826616457,negative
336,Fungicide and warming interact to reduce soil ecosystem functioning.,pass,0.17894943281325656,negative
603,Plant-Microbe Interaction to Improve Soil Health,pass,0.1785959475628395,negative
724,AM Fungi Role in Soil Health Management,pass,0.17558774664949184,negative
714,Significance of Plant Growth Promoting Rhizobacteria in Grain Legumes: Growth Promotion and Crop Production,negative,0.17472145084483606,negative
203,"Soil Microbiome: Diversity, Benefits and Interactions with Plants",negative,0.17408501681061903,negative
638,Diversity of Phosphate Chemical Forms in Soils and Their Contributions on Soil Microbial Community Structure Changes,negative,0.17381326930682445,negative
444,Ecological composite fertilizer application enhances wheat yield and optimizes rhizosphere microbial community under reduced fertilization.,negative,0.1736112672184971,negative
487,"Abiotic Stress Reshapes Rhizosphere Community Assembly and Tea Quality: Root Exudates, Plant-Soil Interactions and Microbial Management.",negative,0.17129119634111994,negative
401,Systems Biology of Plant-Microbiome Interactions,negative,0.1700036139326098,negative
198,Role of Soil Microbiome and Enzyme Activities in Plant Growth Nutrition and Ecological Restoration of Soil Health,pass,0.16918367695309225,negative
246,More Than the Sum of Its Parts: Microbiome Biodiversity as a Driver of Plant Growth and Soil Health,negative,0.1653787069200178,negative
723,Enhancing sulfur absorption in soybean rhizosphere through arbuscular mycorrhizal fungi inoculation: Implications for soil health and crop growth,pass,0.16506599794686838,negative
508,Assessing the efficacy and ecological impact of a plastic-dissolving agent on microplastic removal and soil microbial communities.,pass,0.1647648909935116,negative
549,Missing symbionts – emerging pathogens? Microbiome management for sustainable agriculture,negative,0.16446033024871853,negative
596,The Application of Artificial Neural Network in Plant-Microbe Interaction and Future Crop Health Surveillance,negative,0.16414692571605305,negative
201,"Stimulation Effect of Rhizospheric Microbes’ Plant Growth Promoting Rhizobacteria, Glycoprotein Producing AM Fungi and Synthetic Fertilizers Application on Growth, Yield, Nutrient’s acquisition and Alliin Content of Garlic Cultivation Under Field Conditions in Southeast Region of Rajasthan, India",negative,0.163825601069235,negative
542,"Microbial allies: shaping growth, physiology, and rhizosphere dynamics of onion (Allium cepa L.).",negative,0.1635504827955609,negative
534,Role of Soil Microbiota Enzymes in Soil Health and Activity Changes Depending on Climate Change and the Type of Soil Ecosystem,negative,0.16348212241916432,negative
405,"Editorial: Microbial-fungal symbioses: ecological implications, environmental impact, and biotechnological applications in natural and agricultural systems.",pass,0.16291467393669945,negative
399,Ecology and Evolution of Plant Microbiomes,negative,0.16236612214557564,negative
728,Arbuscular Mycorrhizal Fungi and Their Role in Biocontrol of Soil-Borne Plant Pathogens,pass,0.15950396011844245,negative
152,Long-term mineral combined with organic fertilizer supports crop production by increasing microbial community complexity,pass,0.15941384782338242,negative
719,Salt Stress Tolerance Enhanced by Symbiotic Mycorrhizal Fungi in Two Mungbean Landraces,pass,0.15930329474508323,negative
639,Soil acidification in continuously cropped tobacco alters bacterial community structure and diversity via the accumulation of phenolic acids,negative,0.15853070506893635,negative
400,Co-occurrence networks reveal more complexity than community composition in resistance and resilience of microbial communities,negative,0.15627772469879042,negative
368,Sustainable Practices for Enhancing Soil Health and Crop Quality in Modern Agriculture: A Review,negative,0.15564261999222972,negative
480,Characterization of plant growth-promoting bacteria from Vicia faba root nodules grown on oasis soils and their potential to enhance soil fertility and crop growth attributes in arid regions.,pass,0.1551240718199404,negative
511,"16S rRNA-based metagenomics insights into the microbial diversity and functional attributes of soils from the rhizosphere of selected C4 crops of farms in Mpumalanga and Limpopo provinces, South Africa.",pass,0.15308929881974967,negative
632,From predation to function: how myxobacteria drive soil microbial community dynamics and ecological functions.,pass,0.15159536897095774,negative
634,Fertilization regime has a greater effect on soil microbial community structure than crop rotation and growth stage in an agroecosystem,pass,0.14858178305131567,negative
230,"Composition, Diversity, and Functional Roles of the Rhizosphere Microbiome in Panax ginseng.",negative,0.1454251158624607,negative
395,Profiling Soil-Plant-Microbial Communities: DNA and Multi-Omics Techniques.,negative,0.14458529238206133,negative
409,Variations in microbial community structure and extracellular enzyme stoichiometry in heavy metal-contaminated soil under different fertilization regimes,pass,0.1445622324372529,negative
550,Nitrogen Management in Crop–Soil–Environment Systems: Pathways Toward Sustainable and Climate-Resilient Agriculture,negative,0.14443426167501483,negative
173,Sustainable improvement of soil health utilizing biochar and arbuscular mycorrhizal fungi: A review.,pass,0.14093054050778714,negative
628,Distinct temporal succession patterns of soil microbial communities under multi-source compost and chemical fertilizer application.,pass,0.1394312337171477,negative
216,Soil–plant–microbiome interactions in drylands: soil bacteria isolated from the rhizosphere of a xerophytic plant gather multiple plant growth promoting properties,pass,0.138064193174235,negative
412,Simple measures to capture the robustness and the plasticity of soil microbial communities,negative,0.13668473557257432,negative
788,The combined application of chemical and microbial fertilizers enhanced microbial diversity and improved soil fertility in the peanut rhizosphere within a sugarcane-peanut intercropping system.,pass,0.13623149432821888,negative
660,Crop rotation increases Salvia miltiorrhiza growth by affecting soil microbial properties and nitrogen cycling,negative,0.13396386800356272,negative
157,Diversified Crop Rotations Drive Changes in Soil Multifunctionality by Altering Soil Microbial Community and Soil Biochemical Properties,pass,0.13294752165912152,negative
162,Sterile sentinels and MinION sequencing capture active soil microbial communities that differentiate crop rotations,negative,0.1324868884862138,negative
662,Effects of Rotary Tillage and Fertilization on Chemical Properties and Microbial Communities of Soil Under Continuous Morchella Mushroom Cultivation.,negative,0.13197627007565968,negative
580,"Plant–Microbe Interaction: Aboveground to Belowground, from the Good to the Bad",negative,0.1312407266293302,negative
450,Unlocking Grass Stress Resistance: Fungal Endophyte-Mediated Pathogen Recognition and RNA Regulation.,negative,0.13053242077306257,negative
569,What do we know about the seed microbiome?,negative,0.12985699887590976,negative
506,Microbiome restructuring by integrated ryegrass and earthworms accelerates 4-nitrophenol bioremediation in soil.,pass,0.12868592106715682,negative
352,Predicting Soil Microbial Biomass Carbon Using Stacking Machine Learning Techniques to Enhance Soil Health,pass,0.12789554834146896,negative
227,"Unveiling the rhizosphere microbiome of Dendrobium: mechanisms, microbial interactions, and implications for sustainable agriculture.",negative,0.12775976611917886,negative
727,"Peer Review #2 of ""The mycorrhizal fungi of Cymbidium promote the growth of Dendrobiumofficinale by increasing environmental stress tolerance (v0.2)""",pass,0.12507997159568945,negative
966,Effects of Microbial Agent and Microbial Fertilizer Input on Soil Microbial Community Structure and Diversity in a Peanut Continuous Cropping System,pass,0.12155667286231736,negative
211,Back to our roots: exploring the role of root morphology as a mediator of beneficial plant–microbe interactions,negative,0.12052446122158485,negative
1136,Heavy Metal Dynamics in Rice Soil An Alleviation through Microbial Intervention Approach,pass,0.12000317800820527,negative
572,Interaction ecology and functional stability: a mechanistic framework for managing plant microbiomes in drylands.,negative,0.11968071038878501,negative
766,Rhizosphere microbial population and their plant growth-promoting functionality are influenced by soil sodicity and crop diversity,pass,0.11795342228433695,negative
691,Harnessing the Sorghum Microbiome for Enhancing Crop Productivity and Food Security Towards Sustainable Agriculture in Smallholder Farming.,negative,0.11771373320676184,negative
188,Effects of soil properties on mycorrhizal fungi responses: A Meta-Analysis,negative,0.11760784081760461,negative
522,Sustainable Soil and Crop Management Practices to Boost the Crop Productivity and Soil Properties,negative,0.11567906725472198,negative
413,Modelling Soil as a Living System: Feedback between Microbial Activity and Spatial Structure,negative,0.11465446173971566,negative
225,Impact of microbial consortia and fertilization regimes on the soil microbiome in maize field trials.,negative,0.11464122855723054,negative
373,Effects of microbial agent and microbial fertilizer input on soil microbial community structure and diversity in a peanut continuous cropping system,negative,0.11399475230819847,negative
551,Cover crop root exudates impact soil microbiome functional trajectories in agricultural soils,negative,0.11301696982034805,negative
