paper_identity,row_key,paper_id,use_case_key,split_set,label_positive,title
doi:10.1017/s1092852900019842,synergy_walker_2018__doi:10.1017/s1092852900019842,doi:10.1017/s1092852900019842,synergy_walker_2018,large_set_b,0,From Clinical Research to Clinical Practice: A 4-Year Review of Ziprasidone
doi:10.1027/0227-5910.16.3.121,synergy_brouwer_2019__doi:10.1027/0227-5910.16.3.121,doi:10.1027/0227-5910.16.3.121,synergy_brouwer_2019,large_set_a,0,History of Early Loss Among a Group of Suicide Survivors
doi:10.1027/0227-5910.16.3.121,synergy_walker_2018__doi:10.1027/0227-5910.16.3.121,doi:10.1027/0227-5910.16.3.121,synergy_walker_2018,large_set_b,0,History of Early Loss Among a Group of Suicide Survivors
doi:10.1037/0002-9432.76.2.176,synergy_brouwer_2019__doi:10.1037/0002-9432.76.2.176,doi:10.1037/0002-9432.76.2.176,synergy_brouwer_2019,large_set_a,0,"Anger, guilt, and intergenerational communication of trauma in the interpersonal narratives of second generation Holocaust survivors."
doi:10.1037/0002-9432.76.2.176,synergy_walker_2018__doi:10.1037/0002-9432.76.2.176,doi:10.1037/0002-9432.76.2.176,synergy_walker_2018,large_set_b,0,"Anger, guilt, and intergenerational communication of trauma in the interpersonal narratives of second generation Holocaust survivors."
doi:10.1037/0893-3200.17.4.488,synergy_brouwer_2019__doi:10.1037/0893-3200.17.4.488,doi:10.1037/0893-3200.17.4.488,synergy_brouwer_2019,large_set_a,0,Family Processes Within Three-Generation Households and Adolescent Mothers' Satisfaction With Father Involvement.
doi:10.1037/0893-3200.17.4.488,synergy_walker_2018__doi:10.1037/0893-3200.17.4.488,doi:10.1037/0893-3200.17.4.488,synergy_walker_2018,large_set_b,0,Family Processes Within Three-Generation Households and Adolescent Mothers' Satisfaction With Father Involvement.
doi:10.1037/0893-3200.19.2.263,synergy_brouwer_2019__doi:10.1037/0893-3200.19.2.263,doi:10.1037/0893-3200.19.2.263,synergy_brouwer_2019,large_set_a,0,Religiosity and the Socioemotional Adjustment of Adolescent Mothers and Their Children.
doi:10.1037/0893-3200.19.2.263,synergy_walker_2018__doi:10.1037/0893-3200.19.2.263,doi:10.1037/0893-3200.19.2.263,synergy_walker_2018,large_set_b,0,Religiosity and the Socioemotional Adjustment of Adolescent Mothers and Their Children.
doi:10.1037/a0016765,synergy_brouwer_2019__doi:10.1037/a0016765,doi:10.1037/a0016765,synergy_brouwer_2019,large_set_a,0,"Children’s inferential styles, 5-HTTLPR genotype, and maternal expressed emotion-criticism: An integrated model for the intergenerational transmission of depression."
doi:10.1037/a0016765,synergy_walker_2018__doi:10.1037/a0016765,doi:10.1037/a0016765,synergy_walker_2018,large_set_b,0,"Children’s inferential styles, 5-HTTLPR genotype, and maternal expressed emotion-criticism: An integrated model for the intergenerational transmission of depression."
doi:10.1037/a0021508,synergy_brouwer_2019__doi:10.1037/a0021508,doi:10.1037/a0021508,synergy_brouwer_2019,large_set_a,0,Perceived maternal parenting as a mediator of the intergenerational similarity of dependency and self-criticism: A study with Arab Jordanian adolescents and their mothers.
doi:10.1037/a0021508,synergy_walker_2018__doi:10.1037/a0021508,doi:10.1037/a0021508,synergy_walker_2018,large_set_b,0,Perceived maternal parenting as a mediator of the intergenerational similarity of dependency and self-criticism: A study with Arab Jordanian adolescents and their mothers.
doi:10.1037/a0023536,synergy_brouwer_2019__doi:10.1037/a0023536,doi:10.1037/a0023536,synergy_brouwer_2019,large_set_a,0,Youth depression and early childrearing: Stress generation and intergenerational transmission of depression.
doi:10.1037/a0023536,synergy_walker_2018__doi:10.1037/a0023536,doi:10.1037/a0023536,synergy_walker_2018,large_set_b,0,Youth depression and early childrearing: Stress generation and intergenerational transmission of depression.
doi:10.1037/a0027160,synergy_brouwer_2019__doi:10.1037/a0027160,doi:10.1037/a0027160,synergy_brouwer_2019,large_set_a,0,Morris B. Parloff (1918–2011).
doi:10.1037/a0027160,synergy_walker_2018__doi:10.1037/a0027160,doi:10.1037/a0027160,synergy_walker_2018,large_set_b,0,Morris B. Parloff (1918–2011).
doi:10.1037/a0027782,synergy_van_dis_2020__doi:10.1037/a0027782,doi:10.1037/a0027782,synergy_van_dis_2020,large_set_a,0,The Believability of Anxious Feelings and Thoughts Questionnaire (BAFT): A psychometric evaluation of cognitive fusion in a nonclinical and highly anxious community sample.
doi:10.1037/a0027782,synergy_walker_2018__doi:10.1037/a0027782,doi:10.1037/a0027782,synergy_walker_2018,large_set_b,0,The Believability of Anxious Feelings and Thoughts Questionnaire (BAFT): A psychometric evaluation of cognitive fusion in a nonclinical and highly anxious community sample.
doi:10.1038/33910,synergy_moran_2021__doi:10.1038/33910,doi:10.1038/33910,synergy_moran_2021,large_set_a,0,Reproductive cessation in female mammals
doi:10.1038/33910,synergy_walker_2018__doi:10.1038/33910,doi:10.1038/33910,synergy_walker_2018,large_set_b,0,Reproductive cessation in female mammals
doi:10.1038/mp.2010.111,synergy_brouwer_2019__doi:10.1038/mp.2010.111,doi:10.1038/mp.2010.111,synergy_brouwer_2019,large_set_a,0,Parental psychopathology and the risk of suicidal behavior in their offspring: results from the World Mental Health surveys
doi:10.1038/mp.2010.111,synergy_walker_2018__doi:10.1038/mp.2010.111,doi:10.1038/mp.2010.111,synergy_walker_2018,large_set_b,0,Parental psychopathology and the risk of suicidal behavior in their offspring: results from the World Mental Health surveys
doi:10.1038/nature02725,synergy_moran_2021__doi:10.1038/nature02725,doi:10.1038/nature02725,synergy_moran_2021,large_set_a,0,Developmental plasticity and human health
doi:10.1038/nature02725,synergy_walker_2018__doi:10.1038/nature02725,doi:10.1038/nature02725,synergy_walker_2018,large_set_b,1,Developmental plasticity and human health
doi:10.1038/oby.2008.277,synergy_moran_2021__doi:10.1038/oby.2008.277,doi:10.1038/oby.2008.277,synergy_moran_2021,large_set_a,0,Adiposity and Eating Behaviors in Patients Under Second Generation Antipsychotics
doi:10.1038/oby.2008.277,synergy_walker_2018__doi:10.1038/oby.2008.277,doi:10.1038/oby.2008.277,synergy_walker_2018,large_set_b,0,Adiposity and Eating Behaviors in Patients Under Second Generation Antipsychotics
doi:10.1038/sj.ejhg.5200668,synergy_brouwer_2019__doi:10.1038/sj.ejhg.5200668,doi:10.1038/sj.ejhg.5200668,synergy_brouwer_2019,large_set_a,0,Men at risk of being a mutation carrier for hereditary breast/ovarian cancer: an exploration of attitudes and psychological functioning during genetic testing
doi:10.1038/sj.ejhg.5200668,synergy_walker_2018__doi:10.1038/sj.ejhg.5200668,doi:10.1038/sj.ejhg.5200668,synergy_walker_2018,large_set_b,0,Men at risk of being a mutation carrier for hereditary breast/ovarian cancer: an exploration of attitudes and psychological functioning during genetic testing
doi:10.1038/tp.2012.32,synergy_brouwer_2019__doi:10.1038/tp.2012.32,doi:10.1038/tp.2012.32,synergy_brouwer_2019,large_set_a,0,Evidence for biological roots in the transgenerational transmission of intimate partner violence
doi:10.1038/tp.2012.32,synergy_walker_2018__doi:10.1038/tp.2012.32,doi:10.1038/tp.2012.32,synergy_walker_2018,large_set_b,0,Evidence for biological roots in the transgenerational transmission of intimate partner violence
doi:10.1046/j.1524-4733.2003.64231.x,synergy_brouwer_2019__doi:10.1046/j.1524-4733.2003.64231.x,doi:10.1046/j.1524-4733.2003.64231.x,synergy_brouwer_2019,large_set_a,0,Seasonal versus Perennial Allergic Rhinitis: Drug and Medical Resource Use Patterns
doi:10.1046/j.1524-4733.2003.64231.x,synergy_walker_2018__doi:10.1046/j.1524-4733.2003.64231.x,doi:10.1046/j.1524-4733.2003.64231.x,synergy_walker_2018,large_set_b,0,Seasonal versus Perennial Allergic Rhinitis: Drug and Medical Resource Use Patterns
doi:10.1073/pnas.0710051105,synergy_moran_2021__doi:10.1073/pnas.0710051105,doi:10.1073/pnas.0710051105,synergy_moran_2021,large_set_a,0,Interactions between the direct and indirect effects of predators determine life history evolution in a killifish
doi:10.1073/pnas.0710051105,synergy_walker_2018__doi:10.1073/pnas.0710051105,doi:10.1073/pnas.0710051105,synergy_walker_2018,large_set_b,0,Interactions between the direct and indirect effects of predators determine life history evolution in a killifish
doi:10.1073/pnas.1107958108,synergy_moran_2021__doi:10.1073/pnas.1107958108,doi:10.1073/pnas.1107958108,synergy_moran_2021,large_set_a,0,Disruption of adult expression of sexually selected traits by developmental exposure to bisphenol A
doi:10.1073/pnas.1107958108,synergy_wassenaar_2017__doi:10.1073/pnas.1107958108,doi:10.1073/pnas.1107958108,synergy_wassenaar_2017,large_set_b,0,Disruption of adult expression of sexually selected traits by developmental exposure to bisphenol A
doi:10.1073/pnas.1108769108,synergy_moran_2021__doi:10.1073/pnas.1108769108,doi:10.1073/pnas.1108769108,synergy_moran_2021,large_set_a,0,Maternal bisphenol A (BPA) decreases attractiveness of male offspring
doi:10.1073/pnas.1108769108,synergy_wassenaar_2017__doi:10.1073/pnas.1108769108,doi:10.1073/pnas.1108769108,synergy_wassenaar_2017,large_set_b,0,Maternal bisphenol A (BPA) decreases attractiveness of male offspring
doi:10.1080/00797308.1995.11822409,synergy_brouwer_2019__doi:10.1080/00797308.1995.11822409,doi:10.1080/00797308.1995.11822409,synergy_brouwer_2019,large_set_a,0,Traumatic Memory and the Intergenerational Transmission of Holocaust Narratives
doi:10.1080/00797308.1995.11822409,synergy_walker_2018__doi:10.1080/00797308.1995.11822409,doi:10.1080/00797308.1995.11822409,synergy_walker_2018,large_set_b,0,Traumatic Memory and the Intergenerational Transmission of Holocaust Narratives
doi:10.1080/00797308.2006.11800762,synergy_brouwer_2019__doi:10.1080/00797308.2006.11800762,doi:10.1080/00797308.2006.11800762,synergy_brouwer_2019,large_set_a,0,The Grandparent Syndrome
doi:10.1080/00797308.2006.11800762,synergy_walker_2018__doi:10.1080/00797308.2006.11800762,doi:10.1080/00797308.2006.11800762,synergy_walker_2018,large_set_b,0,The Grandparent Syndrome
doi:10.1080/13548501003623989,synergy_brouwer_2019__doi:10.1080/13548501003623989,doi:10.1080/13548501003623989,synergy_brouwer_2019,large_set_a,0,Family-based care and psychological problems of AIDS orphans: Does it matter who was the care-giver?
doi:10.1080/13548501003623989,synergy_walker_2018__doi:10.1080/13548501003623989,doi:10.1080/13548501003623989,synergy_walker_2018,large_set_b,0,Family-based care and psychological problems of AIDS orphans: Does it matter who was the care-giver?
doi:10.1080/13557850500096878,synergy_brouwer_2019__doi:10.1080/13557850500096878,doi:10.1080/13557850500096878,synergy_brouwer_2019,large_set_a,0,Incidence of Mental Disorders in Second-Generation Immigrants in Sweden: A Four-Year Cohort Study
doi:10.1080/13557850500096878,synergy_walker_2018__doi:10.1080/13557850500096878,doi:10.1080/13557850500096878,synergy_walker_2018,large_set_b,0,Incidence of Mental Disorders in Second-Generation Immigrants in Sweden: A Four-Year Cohort Study
doi:10.1080/1360786031000120697,synergy_brouwer_2019__doi:10.1080/1360786031000120697,doi:10.1080/1360786031000120697,synergy_brouwer_2019,large_set_a,0,Relationships between altruistic activity and positive and negative affect among low-income older adult service providers
doi:10.1080/1360786031000120697,synergy_walker_2018__doi:10.1080/1360786031000120697,doi:10.1080/1360786031000120697,synergy_walker_2018,large_set_b,0,Relationships between altruistic activity and positive and negative affect among low-income older adult service providers
doi:10.1080/13607863.2011.629092,synergy_brouwer_2019__doi:10.1080/13607863.2011.629092,doi:10.1080/13607863.2011.629092,synergy_brouwer_2019,large_set_a,0,Risk factors and mediating pathways of loneliness and social support in community-dwelling older adults
doi:10.1080/13607863.2011.629092,synergy_walker_2018__doi:10.1080/13607863.2011.629092,doi:10.1080/13607863.2011.629092,synergy_walker_2018,large_set_b,0,Risk factors and mediating pathways of loneliness and social support in community-dwelling older adults
doi:10.1080/13607863.2012.692766,synergy_brouwer_2019__doi:10.1080/13607863.2012.692766,doi:10.1080/13607863.2012.692766,synergy_brouwer_2019,large_set_a,0,Grandparenting and psychosocial health among older Chileans: A longitudinal analysis
doi:10.1080/13607863.2012.692766,synergy_walker_2018__doi:10.1080/13607863.2012.692766,doi:10.1080/13607863.2012.692766,synergy_walker_2018,large_set_b,0,Grandparenting and psychosocial health among older Chileans: A longitudinal analysis
doi:10.1080/14616730210123143,synergy_brouwer_2019__doi:10.1080/14616730210123143,doi:10.1080/14616730210123143,synergy_brouwer_2019,large_set_a,0,Psychotherapeutic work with parents and infants - psychoanalytic and attachment perspectives
doi:10.1080/14616730210123143,synergy_walker_2018__doi:10.1080/14616730210123143,doi:10.1080/14616730210123143,synergy_walker_2018,large_set_b,0,Psychotherapeutic work with parents and infants - psychoanalytic and attachment perspectives
doi:10.1080/14616730500245963,synergy_brouwer_2019__doi:10.1080/14616730500245963,doi:10.1080/14616730500245963,synergy_brouwer_2019,large_set_a,0,"Maternal reflective functioning, mother–infant affective communication, and infant attachment: Exploring the link between mental states and observed caregiving behavior in the intergenerational transmission of attachment"
doi:10.1080/14616730500245963,synergy_walker_2018__doi:10.1080/14616730500245963,doi:10.1080/14616730500245963,synergy_walker_2018,large_set_b,0,"Maternal reflective functioning, mother–infant affective communication, and infant attachment: Exploring the link between mental states and observed caregiving behavior in the intergenerational transmission of attachment"
doi:10.1080/14616730802500826,synergy_brouwer_2019__doi:10.1080/14616730802500826,doi:10.1080/14616730802500826,synergy_brouwer_2019,large_set_a,0,Problem partners and parenting: exploring linkages with maternal insecure attachment style and adolescent offspring internalizing disorder
doi:10.1080/14616730802500826,synergy_walker_2018__doi:10.1080/14616730802500826,doi:10.1080/14616730802500826,synergy_walker_2018,large_set_b,0,Problem partners and parenting: exploring linkages with maternal insecure attachment style and adolescent offspring internalizing disorder
doi:10.1080/21674086.1982.11926985,synergy_brouwer_2019__doi:10.1080/21674086.1982.11926985,doi:10.1080/21674086.1982.11926985,synergy_brouwer_2019,large_set_a,0,Toward a Psychoanalytic Understanding of Children of Survivors of the Holocaust
doi:10.1080/21674086.1982.11926985,synergy_walker_2018__doi:10.1080/21674086.1982.11926985,doi:10.1080/21674086.1982.11926985,synergy_walker_2018,large_set_b,0,Toward a Psychoanalytic Understanding of Children of Survivors of the Holocaust
doi:10.1089/cap.2005.15.696,synergy_brouwer_2019__doi:10.1089/cap.2005.15.696,doi:10.1089/cap.2005.15.696,synergy_brouwer_2019,large_set_a,0,Adjunctive Quetiapine for Treatment-Resistant Adolescent Major Depressive Disorder: ACase Series
doi:10.1089/cap.2005.15.696,synergy_walker_2018__doi:10.1089/cap.2005.15.696,doi:10.1089/cap.2005.15.696,synergy_walker_2018,large_set_b,0,Adjunctive Quetiapine for Treatment-Resistant Adolescent Major Depressive Disorder: ACase Series
doi:10.1093/ajcn/87.3.517,synergy_leenaars_2020__doi:10.1093/ajcn/87.3.517,doi:10.1093/ajcn/87.3.517,synergy_leenaars_2020,large_set_a,0,Is folic acid good for everyone?
doi:10.1093/ajcn/87.3.517,synergy_walker_2018__doi:10.1093/ajcn/87.3.517,doi:10.1093/ajcn/87.3.517,synergy_walker_2018,large_set_b,1,Is folic acid good for everyone?
doi:10.1093/geronj/49.6.s277,synergy_brouwer_2019__doi:10.1093/geronj/49.6.s277,doi:10.1093/geronj/49.6.s277,synergy_brouwer_2019,large_set_a,0,Multiple Roles and Psychological Well-being in a National Sample of Older Adults
doi:10.1093/geronj/49.6.s277,synergy_walker_2018__doi:10.1093/geronj/49.6.s277,doi:10.1093/geronj/49.6.s277,synergy_walker_2018,large_set_b,0,Multiple Roles and Psychological Well-being in a National Sample of Older Adults
doi:10.1097/00004583-199405000-00003,synergy_brouwer_2019__doi:10.1097/00004583-199405000-00003,doi:10.1097/00004583-199405000-00003,synergy_brouwer_2019,large_set_a,0,Rate and Predictors of Prepubertal Bipolarity during Follow-up of 6- to 12-Year-Old Depressed Children
doi:10.1097/00004583-199405000-00003,synergy_walker_2018__doi:10.1097/00004583-199405000-00003,doi:10.1097/00004583-199405000-00003,synergy_walker_2018,large_set_b,0,Rate and Predictors of Prepubertal Bipolarity during Follow-up of 6- to 12-Year-Old Depressed Children
doi:10.1097/00004583-199509000-00013,synergy_brouwer_2019__doi:10.1097/00004583-199509000-00013,doi:10.1097/00004583-199509000-00013,synergy_brouwer_2019,large_set_a,0,Posttraumatic Stress Disorder across Two Generations of Cambodian Refugees
doi:10.1097/00004583-199509000-00013,synergy_van_dis_2020__doi:10.1097/00004583-199509000-00013,doi:10.1097/00004583-199509000-00013,synergy_van_dis_2020,large_set_a,0,Posttraumatic Stress Disorder across Two Generations of Cambodian Refugees
doi:10.1097/00004583-199509000-00013,synergy_walker_2018__doi:10.1097/00004583-199509000-00013,doi:10.1097/00004583-199509000-00013,synergy_walker_2018,large_set_b,0,Posttraumatic Stress Disorder across Two Generations of Cambodian Refugees
doi:10.1097/01.jcp.0000246217.34024.53,synergy_brouwer_2019__doi:10.1097/01.jcp.0000246217.34024.53,doi:10.1097/01.jcp.0000246217.34024.53,synergy_brouwer_2019,large_set_a,0,Nontricyclic Antidepressants
doi:10.1097/01.jcp.0000246217.34024.53,synergy_walker_2018__doi:10.1097/01.jcp.0000246217.34024.53,doi:10.1097/01.jcp.0000246217.34024.53,synergy_walker_2018,large_set_b,0,Nontricyclic Antidepressants
doi:10.1097/bpo.0b013e3181b8f6c7,synergy_jeyaraman_2020__doi:10.1097/bpo.0b013e3181b8f6c7,doi:10.1097/bpo.0b013e3181b8f6c7,synergy_jeyaraman_2020,large_set_b,1,"A Prospective, Randomized Clinical Study of Osteochondral Autologous Transplantation Versus Microfracture for the Treatment of Osteochondritis Dissecans in the Knee Joint in Children"
doi:10.1097/bpo.0b013e3181b8f6c7,synergy_van_dis_2020__doi:10.1097/bpo.0b013e3181b8f6c7,doi:10.1097/bpo.0b013e3181b8f6c7,synergy_van_dis_2020,large_set_a,0,"A Prospective, Randomized Clinical Study of Osteochondral Autologous Transplantation Versus Microfracture for the Treatment of Osteochondritis Dissecans in the Knee Joint in Children"
doi:10.1097/brs.0b013e31822ba50b,synergy_muthu_2021__doi:10.1097/brs.0b013e31822ba50b,doi:10.1097/brs.0b013e31822ba50b,synergy_muthu_2021,large_set_a,1,A Prospective Randomized FDA-IDE Trial Comparing Cortoss With PMMA for Vertebroplasty
doi:10.1097/brs.0b013e31822ba50b,synergy_wassenaar_2017__doi:10.1097/brs.0b013e31822ba50b,doi:10.1097/brs.0b013e31822ba50b,synergy_wassenaar_2017,large_set_b,0,A Prospective Randomized FDA-IDE Trial Comparing Cortoss With PMMA for Vertebroplasty
doi:10.1097/opx.0b013e3181f6f760,synergy_brouwer_2019__doi:10.1097/opx.0b013e3181f6f760,doi:10.1097/opx.0b013e3181f6f760,synergy_brouwer_2019,large_set_a,0,Derivation of the Acceptance and Self-Worth Adjustment Scale
doi:10.1097/opx.0b013e3181f6f760,synergy_walker_2018__doi:10.1097/opx.0b013e3181f6f760,doi:10.1097/opx.0b013e3181f6f760,synergy_walker_2018,large_set_b,0,Derivation of the Acceptance and Self-Worth Adjustment Scale
doi:10.1097/yco.0b013e328333e132,synergy_brouwer_2019__doi:10.1097/yco.0b013e328333e132,doi:10.1097/yco.0b013e328333e132,synergy_brouwer_2019,large_set_a,0,An update of evidence-based treatment of bipolar depression: where do we stand?
doi:10.1097/yco.0b013e328333e132,synergy_walker_2018__doi:10.1097/yco.0b013e328333e132,doi:10.1097/yco.0b013e328333e132,synergy_walker_2018,large_set_b,0,An update of evidence-based treatment of bipolar depression: where do we stand?
doi:10.1097/ypg.0b013e3283060f48,synergy_brouwer_2019__doi:10.1097/ypg.0b013e3283060f48,doi:10.1097/ypg.0b013e3283060f48,synergy_brouwer_2019,large_set_a,0,"Heritabilities of symptoms of posttraumatic stress disorder, anxiety, and depression in earthquake exposed Armenian families"
doi:10.1097/ypg.0b013e3283060f48,synergy_walker_2018__doi:10.1097/ypg.0b013e3283060f48,doi:10.1097/ypg.0b013e3283060f48,synergy_walker_2018,large_set_b,0,"Heritabilities of symptoms of posttraumatic stress disorder, anxiety, and depression in earthquake exposed Armenian families"
doi:10.1098/rsif.2011.0716,synergy_moran_2021__doi:10.1098/rsif.2011.0716,doi:10.1098/rsif.2011.0716,synergy_moran_2021,large_set_a,0,Remote automated multi-generational growth and observation of an animal in low Earth orbit
doi:10.1098/rsif.2011.0716,synergy_walker_2018__doi:10.1098/rsif.2011.0716,doi:10.1098/rsif.2011.0716,synergy_walker_2018,large_set_b,0,Remote automated multi-generational growth and observation of an animal in low Earth orbit
doi:10.1100/2012/852564,synergy_brouwer_2019__doi:10.1100/2012/852564,doi:10.1100/2012/852564,synergy_brouwer_2019,large_set_a,0,Attitudes Regarding the Use of Ventilator Support Given a Supposed Terminal Condition among Community-Dwelling Mexican American and Non-Hispanic White Older Adults: A Pilot Study
doi:10.1100/2012/852564,synergy_walker_2018__doi:10.1100/2012/852564,doi:10.1100/2012/852564,synergy_walker_2018,large_set_b,0,Attitudes Regarding the Use of Ventilator Support Given a Supposed Terminal Condition among Community-Dwelling Mexican American and Non-Hispanic White Older Adults: A Pilot Study
doi:10.1109/issre.1997.630846,synergy_moran_2021__doi:10.1109/issre.1997.630846,doi:10.1109/issre.1997.630846,synergy_moran_2021,large_set_a,0,Detection of response time failures of real-time software
doi:10.1109/issre.1997.630846,synergy_radjenovic_2013__doi:10.1109/issre.1997.630846,doi:10.1109/issre.1997.630846,synergy_radjenovic_2013,large_set_b,0,Detection of response time failures of real-time software
doi:10.1111/anae.12044,synergy_muthu_2021__doi:10.1111/anae.12044,doi:10.1111/anae.12044,synergy_muthu_2021,large_set_a,0,Comparison of the single-use Ambu®aScope™ 2 vs the conventional fibrescope for tracheal intubation in patients with cervical spine immobilisation by a semirigid collar*
doi:10.1111/anae.12044,synergy_walker_2018__doi:10.1111/anae.12044,doi:10.1111/anae.12044,synergy_walker_2018,large_set_b,0,Comparison of the single-use Ambu®aScope™ 2 vs the conventional fibrescope for tracheal intubation in patients with cervical spine immobilisation by a semirigid collar*
doi:10.1111/j.1365-2141.2009.07657.x,synergy_leenaars_2020__doi:10.1111/j.1365-2141.2009.07657.x,doi:10.1111/j.1365-2141.2009.07657.x,synergy_leenaars_2020,large_set_a,0,Mammalian target of rapamycin inhibitors and their potential role in therapy in leukaemia and other haematological malignancies
doi:10.1111/j.1365-2141.2009.07657.x,synergy_walker_2018__doi:10.1111/j.1365-2141.2009.07657.x,doi:10.1111/j.1365-2141.2009.07657.x,synergy_walker_2018,large_set_b,0,Mammalian target of rapamycin inhibitors and their potential role in therapy in leukaemia and other haematological malignancies
doi:10.1111/j.1467-8624.2006.00936.x,synergy_brouwer_2019__doi:10.1111/j.1467-8624.2006.00936.x,doi:10.1111/j.1467-8624.2006.00936.x,synergy_brouwer_2019,large_set_a,0,A Longitudinal Investigation of Personality and Social Adjustment Among Chinese American and European American Adolescents
doi:10.1111/j.1467-8624.2006.00936.x,synergy_walker_2018__doi:10.1111/j.1467-8624.2006.00936.x,doi:10.1111/j.1467-8624.2006.00936.x,synergy_walker_2018,large_set_b,0,A Longitudinal Investigation of Personality and Social Adjustment Among Chinese American and European American Adolescents
doi:10.1159/000058101,synergy_nelson_2002__doi:10.1159/000058101,doi:10.1159/000058101,synergy_nelson_2002,large_set_a,0,Novel Treatment of Delayed Male Puberty with Aromatase Inhibitors
doi:10.1159/000058101,synergy_walker_2018__doi:10.1159/000058101,doi:10.1159/000058101,synergy_walker_2018,large_set_b,0,Novel Treatment of Delayed Male Puberty with Aromatase Inhibitors
doi:10.1176/ajp.155.2.184,synergy_brouwer_2019__doi:10.1176/ajp.155.2.184,doi:10.1176/ajp.155.2.184,synergy_brouwer_2019,large_set_a,0,"Natural History of Male Psychological Health, XIV: Relationship of Mood Disorder Vulnerability to Physical Health"
doi:10.1176/ajp.155.2.184,synergy_walker_2018__doi:10.1176/ajp.155.2.184,doi:10.1176/ajp.155.2.184,synergy_walker_2018,large_set_b,0,"Natural History of Male Psychological Health, XIV: Relationship of Mood Disorder Vulnerability to Physical Health"
doi:10.1176/appi.ajp.160.8.1405,synergy_brouwer_2019__doi:10.1176/appi.ajp.160.8.1405,doi:10.1176/appi.ajp.160.8.1405,synergy_brouwer_2019,large_set_a,0,Maintenance Treatment of Schizophrenia With Risperidone or Haloperidol: 2-Year Outcomes
doi:10.1176/appi.ajp.160.8.1405,synergy_van_dis_2020__doi:10.1176/appi.ajp.160.8.1405,doi:10.1176/appi.ajp.160.8.1405,synergy_van_dis_2020,large_set_a,0,Maintenance Treatment of Schizophrenia With Risperidone or Haloperidol: 2-Year Outcomes
doi:10.1176/appi.ajp.160.8.1405,synergy_walker_2018__doi:10.1176/appi.ajp.160.8.1405,doi:10.1176/appi.ajp.160.8.1405,synergy_walker_2018,large_set_b,0,Maintenance Treatment of Schizophrenia With Risperidone or Haloperidol: 2-Year Outcomes
doi:10.1177/00030651060540030501,synergy_brouwer_2019__doi:10.1177/00030651060540030501,doi:10.1177/00030651060540030501,synergy_brouwer_2019,large_set_a,0,The Absence of a Future: The Effect of Past Experience and Current Developmental Conflicts On a Midlife Analysis
doi:10.1177/00030651060540030501,synergy_walker_2018__doi:10.1177/00030651060540030501,doi:10.1177/00030651060540030501,synergy_walker_2018,large_set_b,0,The Absence of a Future: The Effect of Past Experience and Current Developmental Conflicts On a Midlife Analysis
doi:10.1177/000992289103000703,synergy_brouwer_2019__doi:10.1177/000992289103000703,doi:10.1177/000992289103000703,synergy_brouwer_2019,large_set_a,0,"Multiple Personality Disorder: A Risk Indicator, Diagnostic Marker and Psychiatric Outcome for Severe Child Abuse"
doi:10.1177/000992289103000703,synergy_walker_2018__doi:10.1177/000992289103000703,doi:10.1177/000992289103000703,synergy_walker_2018,large_set_b,0,"Multiple Personality Disorder: A Risk Indicator, Diagnostic Marker and Psychiatric Outcome for Severe Child Abuse"
doi:10.1177/0146167210393533,synergy_brouwer_2019__doi:10.1177/0146167210393533,doi:10.1177/0146167210393533,synergy_brouwer_2019,large_set_a,0,The Role of Depressogenic Personality and Attachment in the Intergenerational Similarity of Depressive Symptoms: A Study With Early Adolescents and Their Mothers
doi:10.1177/0146167210393533,synergy_walker_2018__doi:10.1177/0146167210393533,doi:10.1177/0146167210393533,synergy_walker_2018,large_set_b,0,The Role of Depressogenic Personality and Attachment in the Intergenerational Similarity of Depressive Symptoms: A Study With Early Adolescents and Their Mothers
doi:10.1177/0363546512458763,synergy_jeyaraman_2020__doi:10.1177/0363546512458763,doi:10.1177/0363546512458763,synergy_jeyaraman_2020,large_set_b,1,"Ten-Year Follow-up of a Prospective, Randomized Clinical Study of Mosaic Osteochondral Autologous Transplantation Versus Microfracture for the Treatment of Osteochondral Defects in the Knee Joint of Athletes"
doi:10.1177/0363546512458763,synergy_van_dis_2020__doi:10.1177/0363546512458763,doi:10.1177/0363546512458763,synergy_van_dis_2020,large_set_a,0,"Ten-Year Follow-up of a Prospective, Randomized Clinical Study of Mosaic Osteochondral Autologous Transplantation Versus Microfracture for the Treatment of Osteochondral Defects in the Knee Joint of Athletes"
doi:10.1177/0363546516646092,synergy_jeyaraman_2020__doi:10.1177/0363546516646092,doi:10.1177/0363546516646092,synergy_jeyaraman_2020,large_set_b,1,The Effect of Cell Dose on the Early Magnetic Resonance Morphological Outcomes of Autologous Cell Implantation for Articular Cartilage Defects in the Knee: A Randomized Clinical Trial.
doi:10.1177/0363546516646092,synergy_muthu_2021__doi:10.1177/0363546516646092,doi:10.1177/0363546516646092,synergy_muthu_2021,large_set_a,0,The Effect of Cell Dose on the Early Magnetic Resonance Morphological Outcomes of Autologous Cell Implantation for Articular Cartilage Defects in the Knee: A Randomized Clinical Trial.
doi:10.1177/1363461510382154,synergy_brouwer_2019__doi:10.1177/1363461510382154,doi:10.1177/1363461510382154,synergy_brouwer_2019,large_set_a,0,The Role of Acculturation in Suicidal Ideation among Second-Generation Immigrant Adolescents in France
